Current epoch = 1
IN | IN = -3.3668
`` | JJ = -4.1339
'' | JJ = -4.11943
POS | JJ = -5.11318
( | JJ = -5.6499
VBN | JJ = -3.05139
NNS | JJ = -3.29106
VBP | JJ = -4.35624
, | JJ = -3.32093
CC | JJ = -3.39266
) | JJ = -5.66097
VBD | JJ = -4.16762
RB | JJ = -3.07735
TO | JJ = -2.76602
. | JJ = -3.60962
VBZ | JJ = -4.08031
NNPS | JJ = -5.02653
PRP | JJ = -4.19315
PRP$ | JJ = -3.93187
VB | JJ = -6.41055
JJ | JJ = -2.5313
MD | JJ = -4.13924
VBG | JJ = -3.48077
RBR | JJ = -5.21812
: | JJ = -4.58554
WP | JJ = -5.03867
WDT | JJ = -4.91629
JJR | JJ = -4.56814
PDT | JJ = -6.00217
RBS | JJ = -6.15409
WRB | JJ = -5.07448
JJS | JJ = -4.95965
$ | JJ = -4.53994
RP | JJ = -4.9708
FW | JJ = -6.39371
EX | JJ = -5.81306
SYM | JJ = -6.52508
# | JJ = -6.48449
LS | JJ = -6.47773
UH | JJ = -6.4752
WP$ | JJ = -6.24067
IN | MD = -4.03549
DT | MD = -7.5674
NNP | MD = -3.15232
CD | MD = -5.96678
NN | MD = -2.34261
`` | MD = -4.49457
'' | MD = -4.48357
POS | MD = -7.21252
( | MD = -6.73605
VBN | MD = -4.3172
NNS | MD = -2.00496
VBP | MD = -4.59951
, | MD = -3.26525
CC | MD = -4.38558
) | MD = -7.00588
VBD | MD = -4.28572
RB | MD = -3.31087
TO | MD = -4.40366
. | MD = -2.14063
VBZ | MD = -4.18829
NNPS | MD = -5.57002
PRP | MD = -2.95216
PRP$ | MD = -8.19865
VB | MD = -1.30152
JJ | MD = -6.0338
MD | MD = -4.33263
VBG | MD = -4.09752
RBR | MD = -6.37874
: | MD = -5.72893
WP | MD = -5.1947
WDT | MD = -4.39448
JJR | MD = -6.5494
PDT | MD = -7.28274
RBS | MD = -7.29907
WRB | MD = -5.52858
JJS | MD = -6.81403
$ | MD = -4.54708
RP | MD = -5.72956
FW | MD = -7.18141
EX | MD = -6.61947
SYM | MD = -7.35686
# | MD = -7.44249
LS | MD = -7.62677
UH | MD = -7.3345
WP$ | MD = -7.53283
IN | VBG = -1.46328
DT | VBG = -4.8541
NNP | VBG = -3.21474
CD | VBG = -4.79328
NN | VBG = -1.55214
`` | VBG = -4.79407
'' | VBG = -4.77911
POS | VBG = -7.34993
( | VBG = -7.90182
VBN | VBG = -3.31466
NNS | VBG = -2.43348
VBP | VBG = -5.12387
, | VBG = -3.05843
CC | VBG = -3.73472
) | VBG = -8.04271
VBD | VBG = -4.70821
RB | VBG = -2.8604
TO | VBG = -2.99695
. | VBG = -3.00302
VBZ | VBG = -4.54358
NNPS | VBG = -6.49642
PRP | VBG = -4.16129
PRP$ | VBG = -6.35865
VB | VBG = -6.24702
JJ | VBG = -3.44017
MD | VBG = -4.71913
VBG | VBG = -3.73834
RBR | VBG = -7.16613
: | VBG = -6.00373
WP | VBG = -6.35192
WDT | VBG = -5.79314
JJR | VBG = -6.39195
PDT | VBG = -8.64479
RBS | VBG = -8.86146
WRB | VBG = -6.56714
JJS | VBG = -7.03256
$ | VBG = -5.3462
RP | VBG = -6.52917
FW | VBG = -9.11359
EX | VBG = -8.07906
SYM | VBG = -9.3824
# | VBG = -9.37007
LS | VBG = -9.45152
UH | VBG = -9.29962
WP$ | VBG = -9.09492
IN | RBR = -2.83632
DT | RBR = -3.6742
NNP | RBR = -3.27838
CD | RBR = -3.7027
NN | RBR = -2.84428
`` | RBR = -3.75057
'' | RBR = -3.7538
POS | RBR = -4.37946
( | RBR = -4.58764
VBN | RBR = -3.35504
NNS | RBR = -3.1177
VBP | RBR = -3.83666
, | RBR = -3.25639
CC | RBR = -3.43426
) | RBR = -4.62289
VBD | RBR = -3.71664
RB | RBR = -3.25488
TO | RBR = -3.27183
. | RBR = -3.33463
VBZ | RBR = -3.6702
NNPS | RBR = -4.21261
PRP | RBR = -3.63382
PRP$ | RBR = -4.11637
VB | RBR = -4.24605
JJ | RBR = -3.32735
MD | RBR = -3.733
VBG | RBR = -3.45513
RBR | RBR = -4.39478
: | RBR = -4.07093
WP | RBR = -4.19564
WDT | RBR = -4.0504
JJR | RBR = -4.16567
PDT | RBR = -4.79762
RBS | RBR = -4.86418
WRB | RBR = -4.25346
JJS | RBR = -4.34097
$ | RBR = -3.89911
RP | RBR = -4.23299
FW | RBR = -4.9343
EX | RBR = -4.65534
SYM | RBR = -5.0128
# | RBR = -5.00536
LS | RBR = -5.02388
UH | RBR = -4.98916
WP$ | RBR = -4.92753
IN | : = -3.67956
DT | : = -3.62021
NNP | : = -3.78148
CD | : = -3.72774
NN | : = -3.75697
`` | : = -3.84324
'' | : = -3.84803
POS | : = -3.78561
( | : = -3.89299
VBN | : = -3.7795
NNS | : = -3.84487
VBP | : = -3.84975
, | : = -3.78545
CC | : = -3.76822
) | : = -3.88261
VBD | : = -3.83668
RB | : = -3.82105
TO | : = -3.76249
. | : = -3.92019
VBZ | : = -3.83158
NNPS | : = -3.87819
PRP | : = -3.93255
PRP$ | : = -3.69543
VB | : = -4.16185
JJ | : = -3.65443
MD | : = -3.84797
VBG | : = -3.80113
RBR | : = -3.8756
: | : = -3.83885
WP | : = -3.90613
WDT | : = -3.92242
JJR | : = -3.81377
PDT | : = -3.91051
RBS | : = -3.9273
WRB | : = -3.90004
JJS | : = -3.83381
$ | : = -3.86808
RP | : = -3.88196
FW | : = -3.94889
EX | : = -3.92319
SYM | : = -3.95823
# | : = -3.94931
LS | : = -3.94335
UH | : = -3.95263
WP$ | : = -3.92864
IN | WP = -3.60612
DT | WP = -3.79706
NNP | WP = -3.72338
CD | WP = -3.79444
NN | WP = -3.62216
`` | WP = -3.79733
'' | WP = -3.79599
POS | WP = -3.94593
( | WP = -3.96978
VBN | WP = -3.71153
NNS | WP = -3.67232
VBP | WP = -3.81808
, | WP = -3.70844
CC | WP = -3.73835
) | WP = -3.97594
VBD | WP = -3.79719
RB | WP = -3.68754
TO | WP = -3.68869
. | WP = -3.69665
VBZ | WP = -3.78752
NNPS | WP = -3.89342
PRP | WP = -3.75983
PRP$ | WP = -3.87997
VB | WP = -3.88914
JJ | WP = -3.71281
MD | WP = -3.79459
VBG | WP = -3.73719
RBR | WP = -3.92788
: | WP = -3.86535
WP | WP = -3.88609
WDT | WP = -3.85528
JJR | WP = -3.88206
PDT | WP = -4.00894
RBS | WP = -4.02263
WRB | WP = -3.89603
JJS | WP = -3.91892
$ | WP = -3.83253
RP | WP = -3.89335
FW | WP = -4.03483
EX | WP = -3.97884
SYM | WP = -4.05033
# | WP = -4.05304
LS | WP = -4.05567
UH | WP = -4.04656
WP$ | WP = -4.03541
IN | WDT = -3.97679
DT | WDT = -3.8668
NNP | WDT = -4.01357
CD | WDT = -3.8927
NN | WDT = -4.05293
`` | WDT = -3.90387
'' | WDT = -3.89838
POS | WDT = -3.81793
( | WDT = -3.77852
VBN | WDT = -3.92511
NNS | WDT = -4.02703
VBP | WDT = -3.90042
, | WDT = -3.99234
CC | WDT = -3.94809
) | WDT = -3.77174
VBD | WDT = -3.92309
RB | WDT = -3.94886
TO | WDT = -3.92612
. | WDT = -3.95554
VBZ | WDT = -3.93153
NNPS | WDT = -3.83735
PRP | WDT = -3.92099
PRP$ | WDT = -3.79355
VB | WDT = -3.906
JJ | WDT = -3.91555
MD | WDT = -3.90726
VBG | WDT = -3.94018
RBR | WDT = -3.79932
: | WDT = -3.84529
WP | WDT = -3.8352
WDT | WDT = -3.86767
JJR | WDT = -3.81892
PDT | WDT = -3.74063
RBS | WDT = -3.73213
WRB | WDT = -3.82513
JJS | WDT = -3.80055
$ | WDT = -3.89237
RP | WDT = -3.82592
FW | WDT = -3.73218
EX | WDT = -3.76443
SYM | WDT = -3.71841
# | WDT = -3.71638
LS | WDT = -3.71094
UH | WDT = -3.72033
WP$ | WDT = -3.72192
IN | JJR = -2.42724
DT | JJR = -3.66128
NNP | JJR = -3.15216
CD | JJR = -3.73413
NN | JJR = -2.49998
`` | JJR = -3.83769
'' | JJR = -3.84013
POS | JJR = -4.75617
( | JJR = -5.07993
VBN | JJR = -3.22278
NNS | JJR = -2.92212
VBP | JJR = -3.96833
, | JJR = -3.10614
CC | JJR = -3.35756
) | JJR = -5.12654
VBD | JJR = -3.79287
RB | JJR = -3.08841
TO | JJR = -3.09143
. | JJR = -3.23184
VBZ | JJR = -3.72478
NNPS | JJR = -4.52476
PRP | JJR = -3.6834
PRP$ | JJR = -4.31873
VB | JJR = -4.6712
JJ | JJR = -3.15369
MD | JJR = -3.81328
VBG | JJR = -3.39424
RBR | JJR = -4.7861
: | JJR = -4.30357
WP | JJR = -4.50088
WDT | JJR = -4.29699
JJR | JJR = -4.43231
PDT | JJR = -5.38701
RBS | JJR = -5.48666
WRB | JJR = -4.58141
JJS | JJR = -4.69669
$ | JJR = -4.06836
RP | JJR = -4.54955
FW | JJR = -5.6008
EX | JJR = -5.18113
SYM | JJR = -5.71565
# | JJR = -5.7023
LS | JJR = -5.72719
UH | JJR = -5.67791
WP$ | JJR = -5.57861
IN | PDT = -3.84426
DT | PDT = -3.73824
NNP | PDT = -3.70848
CD | PDT = -3.77464
NN | PDT = -3.7542
`` | PDT = -3.83937
'' | PDT = -3.85403
POS | PDT = -3.74507
( | PDT = -3.86093
VBN | PDT = -3.86935
NNS | PDT = -3.80188
VBP | PDT = -3.82668
, | PDT = -3.75948
CC | PDT = -3.78363
) | PDT = -3.85643
VBD | PDT = -3.80553
RB | PDT = -3.88785
TO | PDT = -3.88271
. | PDT = -3.93832
VBZ | PDT = -3.80032
NNPS | PDT = -3.84996
PRP | PDT = -3.92025
PRP$ | PDT = -3.81469
VB | PDT = -3.94195
JJ | PDT = -3.78941
MD | PDT = -3.8392
VBG | PDT = -3.82185
RBR | PDT = -3.87158
: | PDT = -3.84694
WP | PDT = -3.88873
WDT | PDT = -3.88456
JJR | PDT = -3.8489
PDT | PDT = -3.88413
RBS | PDT = -3.90037
WRB | PDT = -3.89379
JJS | PDT = -3.84927
$ | PDT = -3.83167
RP | PDT = -3.88161
FW | PDT = -3.89569
EX | PDT = -3.897
SYM | PDT = -3.91066
# | PDT = -3.90582
LS | PDT = -3.90473
UH | PDT = -3.90671
WP$ | PDT = -3.90617
IN | RBS = -3.961
DT | RBS = -3.70183
NNP | RBS = -4.03751
CD | RBS = -3.81975
NN | RBS = -4.09475
`` | RBS = -3.92773
'' | RBS = -3.9277
POS | RBS = -3.72994
( | RBS = -3.75909
VBN | RBS = -3.9389
NNS | RBS = -4.11763
VBP | RBS = -3.92075
, | RBS = -4.02541
CC | RBS = -3.939
) | RBS = -3.73854
VBD | RBS = -3.94605
RB | RBS = -4.01414
TO | RBS = -3.93029
. | RBS = -4.09894
VBZ | RBS = -3.95331
NNPS | RBS = -3.84731
PRP | RBS = -4.0402
PRP$ | RBS = -3.65012
VB | RBS = -4.1663
JJ | RBS = -3.81241
MD | RBS = -3.94025
VBG | RBS = -3.95856
RBR | RBS = -3.78518
: | RBS = -3.83571
WP | RBS = -3.87335
WDT | RBS = -3.93361
JJR | RBS = -3.7728
PDT | RBS = -3.7169
RBS | RBS = -3.71427
WRB | RBS = -3.84707
JJS | RBS = -3.75258
$ | RBS = -3.92523
RP | RBS = -3.83271
FW | RBS = -3.72348
EX | RBS = -3.76584
SYM | RBS = -3.70994
# | RBS = -3.70337
LS | RBS = -3.68931
UH | RBS = -3.71154
WP$ | RBS = -3.69625
IN | WRB = -3.32305
DT | WRB = -3.76905
NNP | WRB = -3.52589
CD | WRB = -3.75794
NN | WRB = -3.29952
`` | WRB = -3.74761
'' | WRB = -3.74878
POS | WRB = -4.09641
( | WRB = -4.16757
VBN | WRB = -3.56129
NNS | WRB = -3.41776
VBP | WRB = -3.79115
, | WRB = -3.51627
CC | WRB = -3.60552
) | WRB = -4.18976
VBD | WRB = -3.73345
RB | WRB = -3.50076
TO | WRB = -3.52086
. | WRB = -3.51472
VBZ | WRB = -3.70996
NNPS | WRB = -3.9804
PRP | WRB = -3.66295
PRP$ | WRB = -3.97739
VB | WRB = -3.91851
JJ | WRB = -3.57708
MD | WRB = -3.73938
VBG | WRB = -3.6056
RBR | WRB = -4.07246
: | WRB = -3.91594
WP | WRB = -3.96371
WDT | WRB = -3.88293
JJR | WRB = -3.96932
PDT | WRB = -4.27383
RBS | WRB = -4.30168
WRB | WRB = -3.99264
JJS | WRB = -4.05473
$ | WRB = -3.81848
RP | WRB = -3.985
FW | WRB = -4.33109
EX | WRB = -4.19482
SYM | WRB = -4.36843
# | WRB = -4.36799
LS | WRB = -4.37887
UH | WRB = -4.36038
WP$ | WRB = -4.33197
IN | JJS = -2.97283
DT | JJS = -3.59838
NNP | JJS = -3.32553
CD | JJS = -3.6626
NN | JJS = -2.97632
`` | JJS = -3.74547
'' | JJS = -3.75403
POS | JJS = -4.21178
( | JJS = -4.43254
VBN | JJS = -3.41854
NNS | JJS = -3.23461
VBP | JJS = -3.81614
, | JJS = -3.31864
CC | JJS = -3.45815
) | JJS = -4.45847
VBD | JJS = -3.71164
RB | JJS = -3.35678
TO | JJS = -3.3499
. | JJS = -3.45915
VBZ | JJS = -3.67205
NNPS | JJS = -4.12787
PRP | JJS = -3.69419
PRP$ | JJS = -3.99353
VB | JJS = -4.24918
JJ | JJS = -3.33999
MD | JJS = -3.73348
VBG | JJS = -3.49213
RBR | JJS = -4.27875
: | JJS = -4.00369
WP | JJS = -4.13394
WDT | JJS = -4.01998
JJR | JJS = -4.06973
PDT | JJS = -4.61172
RBS | JJS = -4.6753
WRB | JJS = -4.18216
JJS | JJS = -4.21801
$ | JJS = -3.8696
RP | JJS = -4.15643
FW | JJS = -4.73459
EX | JJS = -4.50515
SYM | JJS = -4.80567
# | JJS = -4.79691
LS | JJS = -4.80737
UH | JJS = -4.78434
WP$ | JJS = -4.72839
IN | $ = -2.34228
DT | $ = -1.67764
NNP | $ = -2.70037
CD | $ = -2.9704
NN | $ = -2.50965
`` | $ = -4.57005
'' | $ = -4.71999
POS | $ = -3.7683
( | $ = -5.80306
VBN | $ = -3.85987
NNS | $ = -3.89217
VBP | $ = -4.6126
, | $ = -3.04089
CC | $ = -3.22276
) | $ = -5.69842
VBD | $ = -4.24541
RB | $ = -4.31075
TO | $ = -3.75393
. | $ = -5.66355
VBZ | $ = -4.13863
NNPS | $ = -5.2916
PRP | $ = -5.88826
PRP$ | $ = -3.25862
VB | $ = -8.65308
JJ | $ = -2.12105
MD | $ = -4.58793
VBG | $ = -3.83485
RBR | $ = -5.57723
: | $ = -4.80913
WP | $ = -5.82747
WDT | $ = -5.85451
JJR | $ = -4.66051
PDT | $ = -6.27038
RBS | $ = -6.61236
WRB | $ = -5.88137
JJS | $ = -4.99785
$ | $ = -4.85706
RP | $ = -5.62318
FW | $ = -6.84579
EX | $ = -6.39275
SYM | $ = -7.10705
# | $ = -6.98088
LS | $ = -6.91957
UH | $ = -6.98599
WP$ | $ = -6.72825
IN | RP = -3.68081
DT | RP = -3.8597
NNP | RP = -3.81628
CD | RP = -3.84219
NN | RP = -3.72508
`` | RP = -3.81573
'' | RP = -3.80837
POS | RP = -3.96227
( | RP = -3.92868
VBN | RP = -3.74439
NNS | RP = -3.73933
VBP | RP = -3.83471
, | RP = -3.78767
CC | RP = -3.79802
) | RP = -3.93518
VBD | RP = -3.82873
RB | RP = -3.71785
TO | RP = -3.7221
. | RP = -3.70331
VBZ | RP = -3.82334
NNPS | RP = -3.87964
PRP | RP = -3.7548
PRP$ | RP = -3.88579
VB | RP = -3.83451
JJ | RP = -3.77937
MD | RP = -3.8138
VBG | RP = -3.77997
RBR | RP = -3.89443
: | RP = -3.85995
WP | RP = -3.85707
WDT | RP = -3.83666
JJR | RP = -3.87214
PDT | RP = -3.94733
RBS | RP = -3.94934
WRB | RP = -3.8609
JJS | RP = -3.89692
$ | RP = -3.8424
RP | RP = -3.86336
FW | RP = -3.95937
EX | RP = -3.91975
SYM | RP = -3.96345
# | RP = -3.96678
LS | RP = -3.97044
UH | RP = -3.96375
WP$ | RP = -3.9553
IN | FW = -4.19818
DT | FW = -3.82151
NNP | FW = -3.99926
CD | FW = -3.87998
NN | FW = -4.16305
`` | FW = -3.95124
'' | FW = -3.96313
POS | FW = -3.65706
( | FW = -3.70742
VBN | FW = -4.07732
NNS | FW = -4.13832
VBP | FW = -3.91611
, | FW = -4.04281
CC | FW = -3.99005
) | FW = -3.6883
VBD | FW = -3.93774
RB | FW = -4.1451
TO | FW = -4.10811
. | FW = -4.18912
VBZ | FW = -3.94812
NNPS | FW = -3.81959
PRP | FW = -4.08205
PRP$ | FW = -3.7543
VB | FW = -3.98382
JJ | FW = -3.9814
MD | FW = -3.96068
VBG | FW = -4.02406
RBR | FW = -3.77147
: | FW = -3.85029
WP | FW = -3.86268
WDT | FW = -3.9146
JJR | FW = -3.80746
PDT | FW = -3.66123
RBS | FW = -3.65355
WRB | FW = -3.84244
JJS | FW = -3.7577
$ | FW = -3.90759
RP | FW = -3.83483
FW | FW = -3.63661
EX | FW = -3.72103
SYM | FW = -3.6238
# | FW = -3.62023
LS | FW = -3.60924
UH | FW = -3.62677
WP$ | FW = -3.63452
IN | EX = -3.73887
DT | EX = -3.78439
NNP | EX = -3.70832
CD | EX = -3.78868
NN | EX = -3.69745
`` | EX = -3.81861
'' | EX = -3.82443
POS | EX = -3.83649
( | EX = -3.91007
VBN | EX = -3.79844
NNS | EX = -3.7379
VBP | EX = -3.81986
, | EX = -3.72653
CC | EX = -3.76584
) | EX = -3.91053
VBD | EX = -3.79801
RB | EX = -3.78966
TO | EX = -3.79904
. | EX = -3.81259
VBZ | EX = -3.79196
NNPS | EX = -3.86488
PRP | EX = -3.83748
PRP$ | EX = -3.85889
VB | EX = -3.88988
JJ | EX = -3.77271
MD | EX = -3.81426
VBG | EX = -3.78486
RBR | EX = -3.89646
: | EX = -3.85502
WP | EX = -3.8792
WDT | EX = -3.8618
JJR | EX = -3.87072
PDT | EX = -3.93816
RBS | EX = -3.95338
WRB | EX = -3.88969
JJS | EX = -3.88593
$ | EX = -3.82862
RP | EX = -3.88585
FW | EX = -3.95685
EX | EX = -3.93069
SYM | EX = -3.97167
# | EX = -3.96928
LS | EX = -3.9719
UH | EX = -3.96513
WP$ | EX = -3.96507
IN | SYM = -3.44829
DT | SYM = -3.50274
NNP | SYM = -3.61586
CD | SYM = -3.64263
NN | SYM = -3.53484
`` | SYM = -3.80713
'' | SYM = -3.81568
POS | SYM = -3.81362
( | SYM = -4.01385
VBN | SYM = -3.66573
NNS | SYM = -3.69608
VBP | SYM = -3.82559
, | SYM = -3.62432
CC | SYM = -3.65031
) | SYM = -4.00579
VBD | SYM = -3.78339
RB | SYM = -3.70144
TO | SYM = -3.63933
. | SYM = -3.84528
VBZ | SYM = -3.77034
NNPS | SYM = -3.92576
PRP | SYM = -3.91296
PRP$ | SYM = -3.68313
VB | SYM = -4.29694
JJ | SYM = -3.50156
MD | SYM = -3.80712
VBG | SYM = -3.70485
RBR | SYM = -3.96129
: | SYM = -3.85558
WP | SYM = -3.9639
WDT | SYM = -3.96046
JJR | SYM = -3.84629
PDT | SYM = -4.07311
RBS | SYM = -4.10895
WRB | SYM = -3.97118
JJS | SYM = -3.90062
$ | SYM = -3.85959
RP | SYM = -3.94681
FW | SYM = -4.14991
EX | SYM = -4.06831
SYM | SYM = -4.17694
# | SYM = -4.162
LS | SYM = -4.1583
UH | SYM = -4.1613
WP$ | SYM = -4.12464
IN | # = -3.52382
DT | # = -3.49671
NNP | # = -3.72001
CD | # = -3.65911
NN | # = -3.64635
`` | # = -3.82829
'' | # = -3.83491
POS | # = -3.7936
( | # = -3.95508
VBN | # = -3.70435
NNS | # = -3.79396
VBP | # = -3.84644
, | # = -3.71955
CC | # = -3.70001
) | # = -3.94319
VBD | # = -3.8209
RB | # = -3.75959
TO | # = -3.6713
. | # = -3.90942
VBZ | # = -3.81061
NNPS | # = -3.91095
PRP | # = -3.9468
PRP$ | # = -3.63308
VB | # = -4.32862
JJ | # = -3.51971
MD | # = -3.83494
VBG | # = -3.74624
RBR | # = -3.91651
: | # = -3.84246
WP | # = -3.94945
WDT | # = -3.964
JJR | # = -3.80918
PDT | # = -3.99385
RBS | # = -4.02264
WRB | # = -3.94411
JJS | # = -3.85166
$ | # = -3.87637
RP | # = -3.91536
FW | # = -4.05897
EX | # = -4.00248
SYM | # = -4.07753
# | # = -4.06459
LS | # = -4.05621
UH | # = -4.06874
WP$ | # = -4.02835
IN | LS = -4.1344
DT | LS = -4.04898
NNP | LS = -4.11462
CD | LS = -4.0039
NN | LS = -4.16659
`` | LS = -3.92824
'' | LS = -3.91874
POS | LS = -3.88241
( | LS = -3.74643
VBN | LS = -3.99681
NNS | LS = -4.07024
VBP | LS = -3.91916
, | LS = -4.08811
CC | LS = -4.03725
) | LS = -3.74571
VBD | LS = -3.95824
RB | LS = -3.99956
TO | LS = -4.00708
. | LS = -3.93302
VBZ | LS = -3.97097
NNPS | LS = -3.82867
PRP | LS = -3.88167
PRP$ | LS = -3.90397
VB | LS = -3.70443
JJ | LS = -4.0732
MD | LS = -3.93213
VBG | LS = -4.00296
RBR | LS = -3.78094
: | LS = -3.86438
WP | LS = -3.80331
WDT | LS = -3.82939
JJR | LS = -3.84714
PDT | LS = -3.69058
RBS | LS = -3.66334
WRB | LS = -3.79011
JJS | LS = -3.81128
$ | LS = -3.89881
RP | LS = -3.80369
FW | LS = -3.64787
EX | LS = -3.7061
SYM | LS = -3.62265
# | LS = -3.62899
LS | LS = -3.62583
UH | LS = -3.6322
WP$ | LS = -3.64548
IN | UH = -3.9445
DT | UH = -4.06528
NNP | UH = -4.01247
CD | UH = -3.97757
NN | UH = -3.98356
`` | UH = -3.86899
'' | UH = -3.8535
POS | UH = -3.98392
( | UH = -3.82978
VBN | UH = -3.87649
NNS | UH = -3.89685
VBP | UH = -3.87524
, | UH = -3.96869
CC | UH = -3.95363
) | UH = -3.83619
VBD | UH = -3.90093
RB | UH = -3.83919
TO | UH = -3.86884
. | UH = -3.74765
VBZ | UH = -3.90621
NNPS | UH = -3.84631
PRP | UH = -3.75917
PRP$ | UH = -3.96275
VB | UH = -3.63789
JJ | UH = -4.00109
MD | UH = -3.86804
VBG | UH = -3.9044
RBR | UH = -3.82673
: | UH = -3.86744
WP | UH = -3.79817
WDT | UH = -3.79306
JJR | UH = -3.87723
PDT | UH = -3.80183
RBS | UH = -3.77788
WRB | UH = -3.79128
JJS | UH = -3.86422
$ | UH = -3.86675
RP | UH = -3.81046
FW | UH = -3.77026
EX | UH = -3.78356
SYM | UH = -3.75226
# | UH = -3.7616
LS | UH = -3.76687
UH | UH = -3.75967
WP$ | UH = -3.77118
IN | WP$ = -4.13741
DT | WP$ = -4.10695
NNP | WP$ = -4.10606
CD | WP$ = -4.02501
NN | WP$ = -4.14853
`` | WP$ = -3.91878
'' | WP$ = -3.90705
POS | WP$ = -3.91745
( | WP$ = -3.75581
VBN | WP$ = -3.99379
NNS | WP$ = -4.03588
VBP | WP$ = -3.9126
, | WP$ = -4.0748
CC | WP$ = -4.03796
) | WP$ = -3.75879
VBD | WP$ = -3.95065
RB | WP$ = -3.97475
TO | WP$ = -4.00263
. | WP$ = -3.88135
VBZ | WP$ = -3.96218
NNPS | WP$ = -3.82755
PRP | WP$ = -3.83908
PRP$ | WP$ = -3.95862
VB | WP$ = -3.61792
JJ | WP$ = -4.10605
MD | WP$ = -3.91964
VBG | WP$ = -3.99217
RBR | WP$ = -3.78867
: | WP$ = -3.87054
WP | WP$ = -3.79384
WDT | WP$ = -3.80779
JJR | WP$ = -3.86542
PDT | WP$ = -3.70183
RBS | WP$ = -3.67559
WRB | WP$ = -3.78528
JJS | WP$ = -3.82924
$ | WP$ = -3.88979
RP | WP$ = -3.80295
FW | WP$ = -3.65363
EX | WP$ = -3.70932
SYM | WP$ = -3.63035
# | WP$ = -3.63982
LS | WP$ = -3.64005
UH | WP$ = -3.64028
WP$ | WP$ = -3.66288
Current epoch = 2
IN | IN = -3.86708
DT | IN = -4.50936
NNP | IN = -2.0881
CD | IN = -5.70855
NN | IN = -1.02889
`` | IN = -5.35519
'' | IN = -5.87817
POS | IN = -6.64814
( | IN = -7.16642
VBN | IN = -4.94721
NNS | IN = -1.4972
VBP | IN = -4.02693
, | IN = -4.17695
CC | IN = -4.48597
) | IN = -7.28021
VBD | IN = -3.59889
RB | IN = -4.5763
TO | IN = -5.56079
. | IN = -6.38214
VBZ | IN = -3.49729
NNPS | IN = -5.2334
PRP | IN = -5.7465
PRP$ | IN = -7.74124
VB | IN = -4.83249
JJ | IN = -3.72686
MD | IN = -3.91362
VBG | IN = -3.44498
RBR | IN = -7.40168
: | IN = -5.90343
WP | IN = -6.83325
WDT | IN = -6.16475
JJR | IN = -6.79181
PDT | IN = -8.46218
RBS | IN = -8.96599
WRB | IN = -7.18261
JJS | IN = -7.02406
$ | IN = -3.92185
RP | IN = -7.17158
FW | IN = -8.57259
EX | IN = -7.656
SYM | IN = -9.35044
# | IN = -9.03995
LS | IN = -9.39896
UH | IN = -9.27852
WP$ | IN = -9.09963
IN | DT = -1.68221
DT | DT = -3.29157
NNP | DT = -3.10906
CD | DT = -3.40785
NN | DT = -2.40611
`` | DT = -4.03139
'' | DT = -4.06478
POS | DT = -5.98246
( | DT = -5.90333
VBN | DT = -3.10424
NNS | DT = -3.36138
VBP | DT = -4.56058
, | DT = -2.71465
CC | DT = -3.00657
) | DT = -5.91796
VBD | DT = -4.37174
RB | DT = -2.97675
TO | DT = -2.78102
. | DT = -3.84683
VBZ | DT = -4.29175
NNPS | DT = -5.5214
PRP | DT = -4.54551
PRP$ | DT = -4.72547
VB | DT = -7.99618
JJ | DT = -2.8029
MD | DT = -4.46599
VBG | DT = -3.59138
RBR | DT = -4.9461
: | DT = -4.633
WP | DT = -5.23688
WDT | DT = -5.32947
JJR | DT = -4.67286
PDT | DT = -6.32835
RBS | DT = -6.4821
WRB | DT = -4.88575
JJS | DT = -5.13704
$ | DT = -5.06384
RP | DT = -4.76782
FW | DT = -7.00254
EX | DT = -6.02239
SYM | DT = -7.37899
# | DT = -7.22624
LS | DT = -7.32539
UH | DT = -7.26974
WP$ | DT = -6.82941
IN | NNP = -3.38036
DT | NNP = -2.40586
NNP | NNP = -0.77683
CD | NNP = -3.5613
NN | NNP = -2.76043
`` | NNP = -5.64439
'' | NNP = -5.92703
POS | NNP = -3.0934
( | NNP = -6.18987
VBN | NNP = -5.59441
NNS | NNP = -7.54807
VBP | NNP = -5.9082
, | NNP = -1.84489
CC | NNP = -3.24728
) | NNP = -6.21814
VBD | NNP = -4.7458
RB | NNP = -6.08174
TO | NNP = -7.07686
. | NNP = -5.76399
VBZ | NNP = -4.6332
NNPS | NNP = -5.70735
PRP | NNP = -8.65386
PRP$ | NNP = -6.50695
VB | NNP = -10.7199
JJ | NNP = -3.93205
MD | NNP = -5.66537
VBG | NNP = -5.78969
RBR | NNP = -7.78343
: | NNP = -6.01774
WP | NNP = -8.25884
WDT | NNP = -8.14264
JJR | NNP = -6.89469
PDT | NNP = -7.92748
RBS | NNP = -9.12018
WRB | NNP = -8.66716
JJS | NNP = -7.05772
$ | NNP = -6.1258
RP | NNP = -9.14079
FW | NNP = -8.96466
EX | NNP = -8.80587
SYM | NNP = -9.93033
# | NNP = -9.48922
LS | NNP = -9.73209
UH | NNP = -9.56796
WP$ | NNP = -9.20339
IN | CD = -1.36147
DT | CD = -2.47328
NNP | CD = -3.40334
CD | CD = -1.94761
NN | CD = -3.22903
`` | CD = -4.86804
'' | CD = -4.93221
POS | CD = -5.19252
( | CD = -6.21748
VBN | CD = -3.64787
NNS | CD = -5.49257
